S.No,InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),UnitPrice,Discount,SalePrice
393,52717,41694.91611,Canada,2190,CAN5,Male,15,139,0.1,125.1
394,52718,41694.96611,Germany,2199,GER1,Male,7.5,149,0.1,134.1
395,52719,41695.22611,Canada,2212,CAN3,Male,9,149,0,149
396,52720,41695.48611,United States,2220,US7,Male,10.5,139,0,139
397,52721,41695.49611,Germany,2173,GER2,Female,9,169,0,169
398,52722,41695.49611,United Kingdom,2236,UK5,Male,10,169,0.2,135.2
399,52723,41695.91611,Canada,2217,CAN6,Male,10.5,179,0.3,125.3
400,52724,41695.96611,Germany,2240,GER1,Male,10.5,159,0,159
401,52725,41696.34611,United States,2235,US9,Male,9,199,0.5,99.5
402,52726,41696.48611,United States,2221,US7,Male,10,179,0.3,125.3
403,52727,41696.49611,United Kingdom,2189,UK5,Male,10.5,179,0.3,125.3
404,52727,41696.49611,United Kingdom,2236,UK5,Male,10,169,0.2,135.2
405,52728,41696.91611,Canada,2215,CAN6,Male,10,189,0.5,94.5
406,52729,41697.11611,United States,2219,US15,Male,9.5,199,0,199
407,52730,41697.34611,United States,2220,US7,Male,10.5,139,0,139
408,52731,41697.35611,United States,2213,US3,Male,11,159,0.5,79.5
409,52731,41697.35611,United States,2157,US3,Male,11.5,149,0.2,119.2
410,52732,41697.43611,Canada,2168,CAN3,Male,10.5,129,0.3,90.3
411,52733,41697.43611,Germany,2218,GER2,Female,7,169,0,169
412,52734,41697.48611,United States,2183,US11,Male,9.5,149,0,149
413,52735,41697.49611,United Kingdom,2220,UK4,Male,8.5,189,0.2,151.2
414,52735,41697.49611,United Kingdom,2189,UK5,Male,10.5,179,0.3,125.3
415,52736,41698.11611,United States,2218,US15,Male,9.5,189,0,189
416,52737,41698.34611,Germany,2227,GER3,Male,10,159,0,159
417,52738,41698.34611,Canada,2216,CAN6,Female,8,139,0,139
418,52739,41698.34611,United States,2221,US7,Male,10,179,0.3,125.3
419,52740,41698.35611,United States,2235,US9,Male,9,199,0.5,99.5
420,52740,41698.35611,United States,2213,US3,Male,11,159,0.5,79.5
421,52741,41698.43611,Germany,2218,GER2,Female,7,169,0,169
422,52742,41698.43611,Canada,2190,CAN5,Male,15,139,0.1,125.1
423,52743,41698.62611,Canada,2225,CAN1,Female,8.5,189,0,189
424,52744,41698.66611,United States,2152,US15,Male,9,149,0,149
425,52745,41699.11611,United States,2148,US15,Male,10.5,169,0,169
426,52746,41699.34611,Canada,2216,CAN6,Female,8,139,0,139
427,52747,41699.34611,Germany,2172,GER2,Male,9.5,189,0.3,132.3
428,52748,41699.35611,United States,2220,US7,Male,10.5,139,0,139
429,52748,41699.35611,United States,2235,US9,Male,9,199,0.5,99.5
430,52749,41699.43611,Canada,2217,CAN6,Male,10.5,179,0.3,125.3
431,52749,41699.43611,Canada,2190,CAN5,Male,15,139,0.1,125.1
432,52750,41699.62611,United Kingdom,2230,UK5,Male,10,139,0,139
433,52751,41699.62611,United States,2188,US15,Male,12,169,0,169
434,52752,41699.66611,United States,2157,US3,Male,11.5,149,0.2,119.2
435,52753,41700.05611,Canada,2152,CAN7,Male,9.5,159,0,159
436,52754,41700.18611,United Kingdom,2167,UK2,Female,8,149,0,149
437,52755,41700.34611,Germany,2199,GER1,Male,7.5,149,0.1,134.1
438,52755,41700.34611,Germany,2172,GER2,Male,9.5,189,0.3,132.3
439,52756,41700.62611,Germany,2173,GER2,Female,9,169,0,169
440,52757,41700.62611,Canada,2174,CAN3,Female,8.5,169,0,169
441,52758,41700.66611,United States,2213,US3,Male,11,159,0.5,79.5
442,52759,41700.81611,Canada,2175,CAN7,Male,11.5,199,0,199
443,52760,41700.94611,United States,2182,US15,Female,8,139,0.1,125.1
444,52760,41700.94611,United States,2150,US6,Female,8,179,0,179
445,52761,41701.05611,Canada,2180,CAN6,Male,8,169,0.5,84.5
446,52762,41701.18611,Germany,2198,GER1,Male,10.5,189,0,189
447,52763,41701.62611,United Kingdom,2236,UK5,Male,10,169,0.2,135.2
448,52764,41701.72611,United States,2199,US12,Female,9.5,129,0,129
449,52765,41701.81611,Canada,2152,CAN7,Male,9.5,159,0,159
450,52766,41701.94611,United States,2219,US15,Male,9.5,199,0,199
451,52766,41701.94611,United States,2182,US15,Female,8,139,0.1,125.1
452,52767,41702.05611,Canada,2168,CAN3,Male,10.5,129,0.3,90.3
453,52768,41702.18611,United Kingdom,2184,UK2,Female,8,179,0,179
454,52769,41702.24611,Canada,2165,CAN5,Male,9,169,0.1,152.1
455,52770,41702.72611,United States,2152,US15,Male,9,149,0,149
456,52771,41702.81611,Canada,2180,CAN6,Male,8,169,0.5,84.5
457,52772,41702.84611,Canada,2179,CAN7,Male,8,189,0,189
458,52772,41702.84611,Canada,2230,CAN6,Male,11,189,0.5,94.5
459,52773,41702.94611,United States,2218,US15,Male,9.5,189,0,189
460,52773,41702.94611,United States,2219,US15,Male,9.5,199,0,199
461,52774,41703.24611,Canada,2204,CAN2,Male,8.5,149,0.1,134.1
462,52775,41703.55611,United Kingdom,2176,UK3,Male,9.5,199,0,199
463,52776,41703.55611,Germany,2159,GER1,Female,9,189,0,189
464,52777,41703.55611,United Kingdom,2205,UK3,Male,9,159,0,159
465,52777,41703.55611,United Kingdom,2212,UK3,Male,9.5,139,0.2,111.2
466,52778,41703.72611,United States,2157,US3,Male,11.5,149,0.2,119.2
467,52779,41703.84611,Canada,2175,CAN7,Male,11.5,199,0,199
468,52779,41703.84611,Canada,2179,CAN7,Male,8,189,0,189
469,52780,41704.09611,United States,2202,US15,Male,10.5,159,0.1,143.1
470,52781,41704.24611,United States,2171,US15,Female,5,149,0.3,104.3
471,52782,41704.39611,United Kingdom,2154,UK2,Male,9,179,0,179
472,52783,41704.55611,Germany,2159,GER1,Female,9,189,0,189
473,52784,41704.55611,United Kingdom,2215,UK5,Male,12,179,0,179
474,52784,41704.55611,United Kingdom,2205,UK3,Male,9,159,0,159
475,52784,41704.55611,United Kingdom,2212,UK3,Male,9.5,139,0.2,111.2
476,52785,41704.84611,Canada,2152,CAN7,Male,9.5,159,0,159
477,52785,41704.84611,Canada,2175,CAN7,Male,11.5,199,0,199
478,52786,41705.09611,United States,2199,US12,Female,9.5,129,0,129
479,52787,41705.35611,United States,2218,US13,Male,10.5,199,0,199
480,52788,41705.39611,United Kingdom,2158,UK5,Male,9,149,0,149
481,52789,41705.55611,United Kingdom,2230,UK5,Male,10,139,0,139
482,52789,41705.55611,United Kingdom,2215,UK5,Male,12,179,0,179
483,52789,41705.55611,United Kingdom,2205,UK3,Male,9,159,0,159
484,52789,41705.55611,United Kingdom,2212,UK3,Male,9.5,139,0.2,111.2
485,52790,41705.91611,Germany,2156,GER3,Female,9,129,0,129
486,52791,41706.09611,United States,2152,US15,Male,9,149,0,149
487,52792,41706.34611,Germany,2174,GER1,Female,10,139,0,139
488,52793,41706.35611,United States,2180,US13,Male,9.5,179,0.2,143.2
489,52794,41706.39611,United Kingdom,2227,UK5,Female,9,179,0,179
490,52795,41706.70611,United States,2214,US12,Female,8,189,0.2,151.2
491,52796,41706.91611,Germany,2227,GER3,Female,9,169,0,169
492,52797,41707.34611,United States,2186,US8,Male,11.5,169,0,169
493,52798,41707.35611,United States,2178,US15,Female,8.5,169,0,169
494,52799,41707.67611,Germany,2189,GER2,Female,7,189,0,189
495,52800,41707.70611,United States,2239,US8,Female,8,189,0.5,94.5
496,52801,41707.91611,United Kingdom,2176,UK3,Male,9.5,199,0,199
497,52802,41708.13611,Germany,2236,GER2,Male,8,169,0.3,118.3
498,52803,41708.27611,Germany,2204,GER2,Female,7,179,0.3,125.3
499,52804,41708.34611,Germany,2181,GER3,Female,10,169,0,169
500,52805,41708.67611,Canada,2230,CAN6,Male,11,189,0.5,94.5
501,52806,41708.70611,United States,2174,US15,Male,9.5,149,0.3,104.3
502,52807,41708.85611,Canada,2240,CAN3,Male,10,129,0.3,90.3
503,52808,41709.13611,Germany,2186,GER1,Male,8.5,159,0,159
504,52809,41709.27611,Germany,2189,GER2,Female,7,189,0,189
505,52810,41709.67611,Canada,2179,CAN7,Male,8,189,0,189
506,52811,41709.85611,United States,2190,US6,Female,7,169,0,169
507,52811,41709.85611,United States,2200,US1,Male,10.5,169,0,169
508,52812,41710.13611,Germany,2227,GER3,Male,10,159,0,159
509,52813,41710.20611,United States,2162,US15,Female,9,159,0,159
510,52813,41710.20611,United States,2224,US8,Male,10,179,0.2,143.2
511,52814,41710.27611,Canada,2230,CAN6,Male,11,189,0.5,94.5
512,52815,41710.83611,United States,2159,US1,Female,9.5,179,0,179
513,52816,41710.85611,Canada,2223,CAN1,Female,9.5,159,0.1,143.1
514,52817,41710.85611,United States,2186,US13,Female,7,179,0.1,161.1
515,52818,41711.20611,United States,2178,US3,Male,9.5,149,0.3,104.3
516,52819,41711.20611,United Kingdom,2182,UK4,Male,10,169,0,169
517,52820,41711.29611,United States,2177,US6,Female,8,189,0,189
518,52821,41711.83611,United States,2169,US14,Male,8,129,0,129
519,52822,41711.85611,Canada,2195,CAN2,Female,9.5,129,0.1,116.1
520,52823,41712.20611,United States,2212,US15,Female,9,189,0,189
521,52823,41712.20611,United States,2184,US15,Female,10.5,139,0,139
522,52824,41712.22611,United States,2230,US7,Male,9.5,139,0.2,111.2
523,52825,41712.29611,United States,2184,US5,Female,8,149,0,149
524,52826,41712.81611,Canada,2239,CAN7,Female,8,149,0.1,134.1
525,52827,41712.83611,United States,2202,US15,Male,10.5,159,0.1,143.1
526,52828,41713.22611,United States,2159,US1,Female,9.5,179,0,179
527,52829,41713.29611,United States,2152,US15,Male,11.5,149,0.5,74.5
528,52830,41713.54611,United States,2209,US12,Male,10.5,179,0,179
529,52831,41713.54611,Germany,2208,GER1,Male,9,129,0.1,116.1
530,52832,41713.77611,Canada,2242,CAN6,Male,10.5,189,0,189
531,52833,41713.81611,Canada,2182,CAN7,Female,8,129,0.1,116.1
532,52834,41713.84611,United Kingdom,2199,UK4,Male,14,129,0,129
533,52835,41714.22611,United States,2169,US14,Male,8,129,0,129
534,52836,41714.54611,United States,2190,US1,Male,10.5,149,0,149
535,52837,41714.54611,Germany,2149,GER1,Male,10.5,149,0,149
536,52838,41714.54611,United States,2224,US12,Male,9.5,129,0.2,103.2
537,52839,41714.54611,Germany,2167,GER2,Male,12,159,0.2,127.2
538,52840,41714.62611,United States,2237,US13,Female,8.5,139,0.5,69.5
539,52841,41714.77611,Canada,2198,CAN1,Male,11,129,0,129
540,52842,41714.81611,Canada,2238,CAN3,Female,8,189,0.1,170.1
541,52843,41714.84611,United Kingdom,2179,UK4,Male,9,129,0.2,103.2
542,52844,41715.36611,Germany,2231,GER2,Male,8.5,189,0,189
543,52845,41715.54611,United States,2178,US15,Female,7.5,169,0.1,152.1
544,52845,41715.54611,United States,2192,US15,Male,8.5,169,0,169
545,52846,41715.54611,United Kingdom,2167,UK2,Female,8,149,0,149
546,52846,41715.54611,United Kingdom,2196,UK5,Female,8.5,199,0,199
547,52847,41715.62611,United States,2186,US12,Male,9.5,169,0,169
548,52848,41715.77611,Canada,2202,CAN7,Male,14,179,0.3,125.3
549,52849,41715.84611,United Kingdom,2207,UK5,Male,8,129,0,129
550,52850,41716.32611,Germany,2199,GER2,Female,9,189,0.5,94.5
551,52851,41716.36611,Germany,2236,GER2,Male,8,169,0.3,118.3
552,52852,41716.54611,United States,2201,US15,Female,7.5,189,0,189
553,52852,41716.54611,United States,2192,US15,Female,10,139,0,139
554,52853,41716.62611,United States,2217,US12,Female,8.5,189,0.3,132.3
555,52854,41716.82611,Canada,2169,CAN3,Female,8,169,0.3,118.3
556,52855,41717.32611,United Kingdom,2199,UK4,Male,14,129,0,129
557,52856,41717.36611,Germany,2186,GER1,Male,8.5,159,0,159
558,52857,41717.38611,Germany,2157,GER1,Female,7,179,0,179
559,52858,41717.82611,Germany,2231,GER2,Male,8.5,189,0,189
560,52859,41718.32611,United Kingdom,2179,UK4,Male,9,129,0.2,103.2
561,52860,41718.36611,United States,2237,US7,Male,10,149,0.2,119.2
562,52861,41718.38611,Canada,2242,CAN6,Male,10.5,189,0,189
563,52862,41718.82611,Germany,2236,GER2,Male,8,169,0.3,118.3
564,52863,41719.26611,Germany,2190,GER3,Female,7,159,0,159
565,52864,41719.36611,United States,2192,US7,Male,7.5,149,0,149
566,52865,41719.38611,Canada,2198,CAN1,Male,11,129,0,129
567,52866,41719.45611,United States,2206,US15,Male,14,179,0,179
568,52867,41719.62611,United States,2238,US6,Male,9,199,0,199
569,52868,41719.88611,Germany,2201,GER2,Male,11,169,0.1,152.1
570,52869,41720.26611,Germany,2157,GER1,Female,7,179,0,179
571,52870,41720.32611,United States,2150,US15,Male,8.5,169,0.3,118.3
572,52871,41720.32611,Canada,2161,CAN5,Female,10,199,0,199
573,52872,41720.36611,United States,2230,US7,Male,9.5,139,0.2,111.2
574,52873,41720.45611,United States,2215,US11,Female,8,169,0,169
575,52874,41720.62611,United States,2237,US7,Male,10,149,0.2,119.2
576,52875,41720.88611,Canada,2169,CAN3,Female,8,169,0.3,118.3
577,52876,41720.89611,Germany,2225,GER2,Female,9,179,0,179
578,52877,41720.98611,United States,2204,US15,Female,9,179,0,179
579,52878,41721.26611,Canada,2242,CAN6,Male,10.5,189,0,189
580,52879,41721.32611,Canada,2161,CAN5,Female,10,199,0,199
581,52880,41721.32611,United States,2238,US6,Male,9,199,0,199
582,52881,41721.45611,United States,2234,US15,Male,9.5,159,0.5,79.5
583,52882,41721.62611,United States,2192,US7,Male,7.5,149,0,149
584,52883,41721.84611,United States,2228,US13,Male,9.5,189,0.1,170.1
585,52884,41721.88611,Germany,2231,GER2,Male,8.5,189,0,189
586,52885,41721.89611,Germany,2199,GER2,Female,9,189,0.5,94.5
587,52886,41721.97611,Canada,2183,CAN2,Male,9,129,0.1,116.1
588,52887,41721.98611,United Kingdom,2229,UK2,Male,11,169,0,169
589,52888,41722.32611,United States,2237,US7,Male,10,149,0.2,119.2
590,52888,41722.32611,United States,2238,US6,Male,9,199,0,199
591,52889,41722.54611,United States,2197,US15,Male,10,189,0.2,151.2
592,52890,41722.68611,United States,2150,US15,Male,9,159,0,159
593,52891,41722.80611,Germany,2206,GER1,Male,10.5,139,0.3,97.3
594,52892,41722.84611,United States,2175,US9,Male,7,129,0,129
595,52893,41722.89611,United Kingdom,2199,UK4,Male,14,129,0,129
596,52894,41722.97611,Germany,2242,GER2,Female,7,179,0,179
597,52895,41722.98611,United States,2162,US15,Female,9,159,0,159
598,52896,41723.32611,Canada,2237,CAN3,Female,8,129,0,129
599,52897,41723.54611,United States,2153,US12,Male,9.5,129,0.3,90.3
600,52898,41723.68611,United States,2194,US15,Male,8,139,0.1,125.1
601,52899,41723.80611,Germany,2236,GER1,Male,11.5,169,0,169
602,52900,41723.84611,United States,2230,US14,Female,9,179,0,179
603,52901,41723.97611,Germany,2220,GER3,Female,7,169,0,169
604,52902,41723.99611,United States,2225,US15,Male,9.5,159,0,159
605,52902,41723.99611,United States,2217,US15,Male,15,179,0,179
606,52903,41724.05611,Germany,2175,GER1,Male,9.5,199,0.5,99.5
607,52904,41724.26611,Canada,2229,CAN2,Female,9.5,159,0.3,111.3
608,52905,41724.32611,Germany,2168,GER3,Male,8.5,149,0.3,104.3
609,52906,41724.54611,United Kingdom,2180,UK1,Female,9.5,169,0,169
610,52907,41724.68611,United States,2206,US15,Male,14,179,0,179
611,52908,41724.79611,United States,2188,US15,Male,9.5,159,0,159
612,52909,41724.80611,United Kingdom,2149,UK1,Female,8,149,0.1,134.1
613,52910,41724.99611,United States,2150,US15,Male,9,159,0,159
614,52910,41724.99611,United States,2225,US15,Male,9.5,159,0,159
615,52911,41725.05611,Germany,2191,GER3,Male,10,199,0.3,139.3
616,52912,41725.26611,United States,2200,US1,Male,10.5,169,0,169
617,52913,41725.32611,Germany,2201,GER2,Male,11,169,0.1,152.1
618,52914,41725.50611,United Kingdom,2191,UK3,Male,10,129,0.1,116.1
619,52915,41725.79611,United States,2217,US15,Male,15,179,0,179
620,52916,41725.99611,United States,2194,US15,Male,8,139,0.1,125.1
621,52916,41725.99611,United States,2150,US15,Male,9,159,0,159
622,52917,41726.05611,United Kingdom,2183,UK2,Female,7.5,129,0,129
623,52918,41726.26611,Canada,2223,CAN1,Female,9.5,159,0.1,143.1
624,52919,41726.40611,Canada,2220,CAN6,Male,10,189,0,189
625,52919,41726.40611,Canada,2181,CAN2,Female,9,139,0.1,125.1
626,52920,41726.50611,Germany,2233,GER2,Female,9,129,0.5,64.5
627,52921,41726.79611,United States,2225,US15,Male,9.5,159,0,159
628,52922,41727.05611,Canada,2169,CAN3,Female,10,199,0.2,159.2
629,52923,41727.05611,United States,2216,US13,Male,10.5,189,0,189
630,52924,41727.40611,United States,2155,US14,Male,9,129,0.2,103.2
631,52925,41727.40611,Canada,2195,CAN6,Male,15,199,0,199
632,52926,41727.50611,United Kingdom,2181,UK2,Male,11,189,0.2,151.2
633,52927,41727.58611,Germany,2191,GER2,Female,7,139,0.2,111.2
634,52928,41728.05611,United States,2211,US2,Male,9.5,159,0.3,111.3
635,52928,41728.05611,United States,2216,US13,Male,10.5,189,0,189
636,52929,41728.30611,Germany,2164,GER2,Male,11,199,0,199
637,52930,41728.40611,Canada,2230,CAN7,Male,10,139,0.2,111.2
638,52930,41728.40611,Canada,2227,CAN7,Female,9,129,0,129
639,52931,41728.51611,United Kingdom,2207,UK1,Female,7.5,179,0.2,143.2
640,52932,41728.58611,Canada,2220,CAN6,Male,10,189,0,189
641,52933,41729.05611,United States,2150,US15,Male,8.5,169,0.3,118.3
642,52933,41729.05611,United States,2211,US2,Male,9.5,159,0.3,111.3
643,52934,41729.21611,Germany,2184,GER2,Female,6,159,0.3,111.3
644,52934,41729.21611,Germany,2163,GER1,Male,10.5,159,0.1,143.1
645,52935,41729.30611,Canada,2237,CAN3,Female,8,129,0,129
646,52936,41729.40611,Canada,2207,CAN7,Male,9,169,0,169
647,52937,41729.51611,Germany,2237,GER2,Male,9.5,189,0,189
648,52938,41729.58611,Canada,2195,CAN6,Male,15,199,0,199
649,52939,41730.20611,United States,2205,US15,Female,8,129,0,129
650,52940,41730.21611,Germany,2150,GER2,Male,9.5,179,0,179
651,52941,41730.21611,Canada,2180,CAN7,Male,12,189,0.3,132.3
652,52942,41730.30611,Germany,2168,GER3,Male,8.5,149,0.3,104.3
653,52943,41730.40611,Germany,2191,GER2,Female,7,139,0.2,111.2
654,52944,41730.51611,United Kingdom,2165,UK1,Female,7.5,149,0,149
655,52945,41730.54611,United States,2158,US2,Male,9.5,149,0,149
656,52946,41731.00611,United States,2218,US2,Female,8,179,0,179
657,52947,41731.20611,United States,2188,US15,Male,9.5,159,0,159
658,52948,41731.21611,Germany,2208,GER3,Female,6,159,0,159
659,52948,41731.21611,Germany,2164,GER2,Male,11,199,0,199
660,52949,41731.29611,Canada,2242,CAN2,Male,9,139,0,139
661,52949,41731.29611,Canada,2158,CAN5,Male,9.5,189,0,189
662,52949,41731.29611,Canada,2209,CAN2,Male,9,199,0,199
663,52949,41731.29611,Canada,2190,CAN6,Female,9.5,179,0,179
664,52950,41731.40611,Canada,2220,CAN6,Male,10,189,0,189
665,52951,41731.54611,Canada,2169,CAN3,Female,10,199,0.2,159.2
666,52952,41731.84611,United States,2168,US15,Female,9.5,149,0.5,74.5
667,52953,41732.00611,United States,2205,US15,Female,8,129,0,129
668,52954,41732.20611,United States,2217,US15,Male,15,179,0,179
669,52955,41732.29611,Canada,2176,CAN3,Male,9.5,189,0.2,151.2
670,52955,41732.29611,Canada,2242,CAN2,Male,9,139,0,139
671,52955,41732.29611,Canada,2158,CAN5,Male,9.5,189,0,189
672,52955,41732.29611,Canada,2195,CAN1,Female,9.5,199,0,199
673,52956,41732.32611,Germany,2218,GER3,Female,9,149,0,149
674,52957,41732.54611,United States,2216,US13,Male,10.5,189,0,189
675,52958,41732.84611,United States,2235,US15,Female,9.5,139,0,139
676,52959,41733.00611,United States,2188,US15,Male,9.5,159,0,159
677,52960,41733.22611,Canada,2231,CAN6,Female,8,189,0.2,151.2
678,52961,41733.22611,Germany,2173,GER1,Male,9.5,179,0.1,161.1
679,52962,41733.29611,Canada,2207,CAN7,Male,9,169,0,169
680,52962,41733.29611,Canada,2176,CAN3,Male,9.5,189,0.2,151.2
681,52962,41733.29611,Canada,2242,CAN2,Male,9,139,0,139
682,52962,41733.29611,Canada,2229,CAN2,Female,9.5,159,0.3,111.3
683,52963,41733.32611,United Kingdom,2165,UK5,Male,10,169,0,169
684,52964,41733.80611,United Kingdom,2213,UK3,Male,9.5,159,0,159
685,52965,41733.84611,United States,2204,US15,Female,9.5,169,0.1,152.1
686,52966,41734.22611,Germany,2163,GER1,Male,10.5,159,0.1,143.1
687,52966,41734.22611,Germany,2173,GER1,Male,9.5,179,0.1,161.1
688,52967,41734.32611,United Kingdom,2191,UK3,Male,10,129,0.1,116.1
689,52968,41734.61611,Canada,2240,CAN6,Male,10.5,159,0.5,79.5
690,52969,41734.80611,Germany,2218,GER3,Female,9,149,0,149
691,52970,41734.82611,Germany,2196,GER1,Male,10,139,0.5,69.5
692,52971,41735.22611,Germany,2150,GER2,Male,9.5,179,0,179
693,52971,41735.22611,Germany,2163,GER1,Male,10.5,159,0.1,143.1
694,52972,41735.60611,United States,2216,US15,Female,7,169,0,169
695,52973,41735.61611,Canada,2209,CAN2,Male,9,199,0,199
696,52974,41735.80611,United Kingdom,2165,UK5,Male,10,169,0,169
697,52975,41735.82611,Canada,2231,CAN6,Female,8,189,0.2,151.2
698,52976,41736.20611,Canada,2218,CAN5,Male,8.5,129,0.5,64.5
699,52977,41736.41611,United States,2151,US15,Female,5.5,159,0,159
700,52978,41736.60611,Canada,2240,CAN3,Male,10,129,0.3,90.3
701,52979,41736.61611,Canada,2158,CAN5,Male,9.5,189,0,189
702,52980,41736.82611,Germany,2173,GER1,Male,9.5,179,0.1,161.1
703,52981,41737.20611,Canada,2240,CAN6,Male,10.5,159,0.5,79.5
704,52982,41737.25611,Germany,2187,GER2,Male,9,139,0.2,111.2
705,52983,41737.41611,Canada,2202,CAN7,Male,9.5,129,0.2,103.2
706,52984,41737.60611,United States,2190,US6,Female,7,169,0,169
707,52985,41737.82611,United States,2227,US15,Male,9,159,0,159
